timestamp_utc,pool,chain,project,symbol,tvl_usd,apy,apy_base,apy_reward,score,candidate
2026-09-06T10:12:02+00:00,3637ce7b-529b-49c1-964c-710a50b2939c,Arbitrum,sky-lending,SUSDS,362452196.0,3.6,3.6,0.0,62.77,NO
2026-09-06T10:12:02+00:00,8276be38-acc6-4005-ab0d-62680f49f4df,Base,morpho-blue,SIRLOINUSDC,376481723.0,5.60906,2.82266,2.78641,62.52,NO
2026-09-06T10:12:02+00:00,2e53bb82-f13f-4157-a3bf-b1a91b94b6a4,Ethereum,morpho-blue,SENRLUSDV2,349473355.0,6.18845,2.64573,3.54273,62.31,NO
2026-09-06T10:12:02+00:00,a5fab52f-73fa-4f44-9c09-9af1eb20996c,Base,morpho-blue,SPARKUSDC,305893795.0,3.80307,3.80307,0.0,62.23,NO
2026-09-06T10:12:02+00:00,9f71f0fd-cfac-54b1-865e-37338f481708,Ethereum,sky-lending,STUSDS,209945843.0,5.3,5.3,0.0,62.04,NO
2026-09-06T10:12:02+00:00,c5c74dd1-995c-4445-9d84-3e710bad7d52,Ethereum,spark-savings,USDC,309966369.0,3.6,3.6,0.0,61.87,NO
2026-09-06T10:12:02+00:00,a5d67f7e-5b51-4a9d-969d-caf051a7f5a4,Ethereum,spark-savings,USDT,356738597.0,3.25,3.25,0.0,60.94,NO
2026-09-06T10:12:02+00:00,f569e486-da2a-41ef-8bfe-1a4db0d1d268,Ethereum,morpho-blue,SENPYUSDPRIMEV2,198215298.0,6.8675,4.3934,2.47411,60.47,NO
2026-09-06T10:12:02+00:00,19d024ed-9c70-4323-9a81-fe873ea5f0e0,Ethereum,aave-v3,SGHO,161776021.0,4.5,4.5,0.0,59.26,NO
2026-09-06T10:12:02+00:00,4e8cc592-c8d5-4824-8155-128ba521e903,Ethereum,fluid-lending,USDT,136622627.0,4.58,4.58,0.0,58.78,NO
2026-09-06T10:12:02+00:00,2f5341f4-6c2e-4c65-b2e0-10cd5228ff62,Ethereum,morpho-blue,STEAKCUSDC,39508451.0,7.19942,7.19942,0.0,57.8,NO
2026-09-06T10:12:02+00:00,4438dabc-7f0c-430b-8136-2722711ae663,Ethereum,fluid-lending,USDC,148566006.0,4.48,4.48,0.0,57.5,NO
2026-09-06T10:12:02+00:00,aa70268e-4b52-42bf-a116-608b370f9501,Ethereum,aave-v3,USDC,148764691.0,3.60269,3.60269,0.0,56.79,NO
2026-09-06T10:12:02+00:00,df7ccfd1-2642-4d79-851a-a5b07d9b8a97,Base,morpho-blue,GTUSDCP,95845696.0,4.23371,4.23371,0.0,56.26,NO
2026-09-06T10:12:02+00:00,81ae8812-f04f-4f6e-9d71-ee5778f3a178,Base,morpho-blue,STEAKUSDC,135996698.0,3.1591,3.1591,0.0,56.12,NO
2026-09-06T10:12:02+00:00,d3b28212-a46b-4db8-8bb7-2c946b3cbe76,Ethereum,morpho-blue,STEAKEURCV,138884245.0,3.0,3.0,0.0,55.69,NO
2026-09-06T10:12:02+00:00,931ea9be-5f4d-428e-beaf-205fc5b4e2b5,Ethereum,morpho-blue,STEAKUSDC,94589038.0,4.26581,4.26581,0.0,55.6,NO
