timestamp_utc,buy_dex,sell_dex,start_usdc,sol_bought,final_usdc,gross_profit_usdc,gross_bps,execution_buffer_bps,stressed_bps,candidate,buy_price_impact_pct,sell_price_impact_pct,buy_latency_ms,sell_latency_ms,buy_route,sell_route
2026-09-08T02:14:50+00:00,Raydium CLMM,Meteora DLMM,100.000000,0.959756531,99.972256,-0.027744,-2.774,20.000,-22.774,NO,0.024338,0.001164,70.6,71.5,Raydium CLMM,Meteora DLMM
2026-09-08T02:14:59+00:00,Meteora DLMM,Raydium CLMM,100.000000,0.959831261,99.955976,-0.044024,-4.402,20.000,-24.402,NO,0.015728,0.032881,51.8,86.1,Meteora DLMM,Raydium CLMM
2026-09-08T02:56:38+00:00,Raydium CLMM,Meteora DLMM,100.000000,0.967388820,100.001022,0.001022,0.102,20.000,-19.898,NO,0.018453,0.000000,89.4,162.2,Raydium CLMM,Meteora DLMM
2026-09-08T02:56:48+00:00,Meteora DLMM,Raydium CLMM,100.000000,0.966886057,99.942644,-0.057356,-5.736,20.000,-25.736,NO,0.010285,0.008160,119.2,82.9,Meteora DLMM,Raydium CLMM
2026-09-08T05:12:28+00:00,Raydium CLMM,Meteora DLMM,100.000000,0.969988856,99.962310,-0.037690,-3.769,20.000,-23.769,NO,0.013308,0.024450,40.8,90.5,Raydium CLMM,Meteora DLMM
2026-09-08T05:12:37+00:00,Meteora DLMM,Raydium CLMM,100.000000,0.969824059,99.945722,-0.054278,-5.428,20.000,-25.428,NO,0.012255,0.046855,95.9,88.4,Meteora DLMM,Raydium CLMM
2026-09-08T06:42:54+00:00,Raydium CLMM,Meteora DLMM,100.000000,0.974563261,99.953185,-0.046815,-4.682,20.000,-24.682,NO,0.041472,0.003400,28.8,79.3,Raydium CLMM,Meteora DLMM
2026-09-08T06:43:04+00:00,Meteora DLMM,Raydium CLMM,100.000000,0.974918500,99.978648,-0.021352,-2.135,20.000,-22.135,NO,0.018962,0.006128,94.4,104.1,Meteora DLMM,Raydium CLMM
2026-09-08T07:22:35+00:00,Raydium CLMM,Meteora DLMM,100.000000,0.972144952,99.974848,-0.025152,-2.515,20.000,-22.515,NO,0.013834,0.011670,94.1,40.1,Raydium CLMM,Meteora DLMM
2026-09-08T07:22:44+00:00,Meteora DLMM,Raydium CLMM,100.000000,0.972290193,99.963318,-0.036682,-3.668,20.000,-23.668,NO,0.016233,0.021539,89.3,87.6,Meteora DLMM,Raydium CLMM
