timestamp_utc,symbol,direction,spread_bps_per_8h,aligned_basis_bps,adverse_basis_bps,periods_to_overcome_adverse_basis,candidate
2026-09-06T20:25:45+00:00,XRPUSDT,short Bitget / long Gate,0.300000,-0.707164,0.707164,2.357212,NO
2026-09-06T20:25:45+00:00,HYPEUSDT,flat,0.000000,0.000000,0.000000,0.000000,NO
2026-09-06T20:25:45+00:00,ARBUSDT,short Bitget / long Gate,0.920000,-5.434783,5.434783,5.907372,NO
2026-09-06T20:25:45+00:00,PONSUSDT,long Bitget / short Gate,-2.440000,-15.704979,15.704979,6.436467,YES
2026-09-06T20:25:45+00:00,UNIUSDT,flat,0.000000,0.000000,0.000000,0.000000,NO
2026-09-06T20:25:45+00:00,MARSCOINUSDT,short Bitget / long Gate,1.340000,23.786870,0.000000,0.000000,NO
2026-09-06T20:25:45+00:00,ADAUSDT,long Bitget / short Gate,-0.920000,-0.000000,0.000000,0.000000,NO
2026-09-06T20:25:45+00:00,ENAUSDT,short Bitget / long Gate,3.040000,-0.569249,0.569249,0.187253,YES
2026-09-06T20:25:45+00:00,SNDKUSDT,flat,0.000000,0.000000,0.000000,0.000000,NO
2026-09-06T20:25:45+00:00,USELESSUSDT,long Bitget / short Gate,-5.520000,-21.977036,21.977036,3.981347,YES
2026-09-06T20:25:45+00:00,MUUSDT,flat,0.000000,0.000000,0.000000,0.000000,NO
2026-09-06T20:25:45+00:00,TRUMPUSDT,short Bitget / long Gate,4.460000,8.631852,0.000000,0.000000,YES
2026-09-06T20:25:45+00:00,UAIUSDT,long Bitget / short Gate,-2.800000,9.252437,0.000000,0.000000,YES
2026-09-06T20:25:45+00:00,TAOUSDT,flat,0.000000,-0.000000,0.000000,0.000000,NO
2026-09-06T20:25:45+00:00,SUIUSDT,flat,0.000000,-0.000000,0.000000,0.000000,NO
2026-09-06T20:25:45+00:00,XAUUSDT,flat,0.000000,-0.000000,0.000000,0.000000,NO
2026-09-06T20:25:45+00:00,BNBUSDT,flat,0.000000,-0.000000,0.000000,0.000000,NO
2026-09-06T20:25:45+00:00,DASHUSDT,short Bitget / long Gate,0.550000,1.418037,0.000000,0.000000,NO
2026-09-06T20:25:45+00:00,SOXLUSDT,long Bitget / short Gate,-4.980000,4.824702,0.000000,0.000000,YES
2026-09-06T20:25:45+00:00,NEARUSDT,short Bitget / long Gate,0.510000,-2.892562,2.892562,5.671690,NO
2026-09-06T20:25:45+00:00,FLOCKUSDT,short Bitget / long Gate,1.900000,-12.168740,12.168740,6.404600,NO
2026-09-06T20:25:45+00:00,AKEUSDT,short Bitget / long Gate,29.380000,-9.081421,9.081421,0.309102,YES
2026-09-06T20:25:45+00:00,PEPEUSDT,flat,0.000000,0.000000,0.000000,0.000000,NO
2026-09-06T20:25:45+00:00,RAYUSDT,long Bitget / short Gate,-5.120000,-12.597433,12.597433,2.460436,YES
2026-09-06T20:25:45+00:00,PUMPUSDT,flat,0.000000,0.000000,0.000000,0.000000,NO
2026-09-06T20:25:45+00:00,WLDUSDT,short Bitget / long Gate,1.060000,2.411963,0.000000,0.000000,NO
2026-09-06T20:25:45+00:00,LINKUSDT,flat,0.000000,0.000000,0.000000,0.000000,NO
2026-09-06T20:25:45+00:00,LTCUSDT,short Bitget / long Gate,1.370000,0.000000,0.000000,0.000000,NO
2026-09-06T20:25:45+00:00,SPCXUSDT,flat,0.000000,0.000000,0.000000,0.000000,NO
2026-09-06T20:25:45+00:00,ONDOUSDT,flat,0.000000,0.000000,0.000000,0.000000,NO
2026-09-06T20:25:45+00:00,FILUSDT,long Bitget / short Gate,-0.610000,2.492212,0.000000,0.000000,NO
2026-09-06T20:25:45+00:00,SKHYNIXUSDT,flat,0.000000,0.000000,0.000000,0.000000,NO
2026-09-06T20:25:45+00:00,ASTERUSDT,flat,0.000000,-0.000000,0.000000,0.000000,NO
2026-09-06T20:25:45+00:00,BCHUSDT,short Bitget / long Gate,0.880000,-3.111509,3.111509,3.535805,NO
2026-09-06T21:11:35+00:00,ETHUSDT,short Bitget / long Gate,0.060000,0.239085,0.000000,0.000000,NO
2026-09-06T21:11:35+00:00,BTCUSDT,short Bitget / long Gate,0.510000,0.463986,0.000000,0.000000,NO
2026-09-06T21:11:35+00:00,ZECUSDT,long Bitget / short Gate,-1.360000,1.473743,0.000000,0.000000,NO
2026-09-06T21:11:35+00:00,SOLUSDT,long Bitget / short Gate,-0.080000,1.886970,0.000000,0.000000,NO
2026-09-06T21:11:35+00:00,DOGEUSDT,long Bitget / short Gate,-0.300000,4.435573,0.000000,0.000000,NO
2026-09-06T21:11:35+00:00,XRPUSDT,short Bitget / long Gate,0.240000,-1.405580,1.405580,5.856584,NO
2026-09-06T21:11:35+00:00,HYPEUSDT,flat,0.000000,0.000000,0.000000,0.000000,NO
2026-09-06T21:11:35+00:00,ARBUSDT,short Bitget / long Gate,1.330000,-1.615248,1.615248,1.214472,NO
2026-09-06T21:11:35+00:00,PONSUSDT,long Bitget / short Gate,-19.080000,-28.763409,28.763409,1.507516,YES
2026-09-06T21:11:35+00:00,UNIUSDT,flat,0.000000,-0.000000,0.000000,0.000000,NO
2026-09-06T21:11:35+00:00,ADAUSDT,long Bitget / short Gate,-0.840000,-0.000000,0.000000,0.000000,NO
2026-09-06T21:11:35+00:00,MARSCOINUSDT,short Bitget / long Gate,0.040000,5.462690,0.000000,0.000000,NO
2026-09-06T21:11:35+00:00,SNDKUSDT,flat,0.000000,0.000000,0.000000,0.000000,NO
2026-09-06T21:11:35+00:00,ENAUSDT,short Bitget / long Gate,1.540000,-1.136622,1.136622,0.738066,NO
2026-09-06T21:11:35+00:00,MUUSDT,flat,0.000000,0.000000,0.000000,0.000000,NO
2026-09-06T21:11:35+00:00,USELESSUSDT,short Bitget / long Gate,0.980000,5.914737,0.000000,0.000000,NO
2026-09-06T21:11:35+00:00,TRUMPUSDT,short Bitget / long Gate,3.720000,8.594757,0.000000,0.000000,YES
2026-09-06T21:11:35+00:00,TAOUSDT,flat,0.000000,0.000000,0.000000,0.000000,NO
2026-09-06T21:11:35+00:00,SUIUSDT,flat,0.000000,-0.000000,0.000000,0.000000,NO
2026-09-06T21:11:35+00:00,UAIUSDT,long Bitget / short Gate,-2.970000,-3.121532,3.121532,1.051021,YES
2026-09-06T21:11:35+00:00,XAUUSDT,long Bitget / short Gate,-0.380000,5.779081,0.000000,0.000000,NO
2026-09-06T21:11:35+00:00,DASHUSDT,short Bitget / long Gate,0.310000,0.000000,0.000000,0.000000,NO
2026-09-06T21:11:35+00:00,BNBUSDT,flat,0.000000,-0.000000,0.000000,0.000000,NO
2026-09-06T21:11:35+00:00,SOXLUSDT,long Bitget / short Gate,-3.760000,4.812706,0.000000,0.000000,YES
2026-09-06T21:11:35+00:00,NEARUSDT,short Bitget / long Gate,0.460000,-7.005110,7.005110,15.228499,NO
2026-09-06T21:11:35+00:00,FLOCKUSDT,short Bitget / long Gate,2.740000,-14.511873,14.511873,5.296304,YES
2026-09-06T21:11:35+00:00,AKEUSDT,short Bitget / long Gate,26.440000,-1.585026,1.585026,0.059948,YES
2026-09-06T21:11:35+00:00,LINKUSDT,flat,0.000000,-0.000000,0.000000,0.000000,NO
